taxon_name,place_name,user_login,identifiers,name,name (1),id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,latitude,longitude,obscured,quality_grade,user_id,license_obs,identifications_count,num_identification_agreements,num_identification_disagreements,kingdom,phylum,class,order,family,genus
Caberea boryi,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,251036,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 11:36:00,bryozoa,247874,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Caberea
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,251035,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 11:36:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Bugulina,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251034,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:34:00,bryozoa,93686,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,
Nolella,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251033,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:33:00,bryozoa,137749,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,
Tubulipora,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251031,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:30:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Bugulina,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251028,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:24:00,bryozoa,93686,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,
Caberea boryi,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,251025,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 11:18:00,bryozoa,247874,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,Caberea
Crisia,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251024,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:18:00,bryozoa,13028,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Patinella radiata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,251023,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 11:18:00,bryozoa,252877,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Patinella
Patinella radiata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,251020,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 11:14:00,bryozoa,252877,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Patinella
Tubulipora,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251014,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:09:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Scrupocellaria,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,251013,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 11:09:00,bryozoa,61543,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Tubulipora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,251003,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 10:37:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Nolella,Platja Sanfe,xasalva,xasalva,Spain,Gerona,251001,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 10:34:00,bryozoa,137749,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,
Bryozoa,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250992,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:20:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,,,,,
Crisia,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250991,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:18:00,bryozoa,13028,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Bicellariella ciliata,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250990,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:16:00,bryozoa,248246,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella
Scrupocellaria,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250989,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:14:00,bryozoa,61543,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Crisia,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250987,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:14:00,bryozoa,13028,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Schizoporella errata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250986,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 10:12:00,bryozoa,248503,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Tubulipora,Platja Sanfe,xasalva,"xasalva, bertinhaco",Spain,Gerona,250982,2024-04-12 00:00:00,2024-04-17 00:00:00,2024-02-24 00:00:00,2024-11-22 10:06:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Schizobrachiella sanguinea,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250981,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 10:05:00,bryozoa,248476,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Tubulipora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250980,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 10:01:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Cellepora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250978,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:58:00,bryozoa,16317,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250974,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:55:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Filicrisia,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250971,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:51:00,bryozoa,262945,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Aetea,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250969,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:49:00,bryozoa,54759,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250968,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:49:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250967,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-02-24 00:00:00,2024-11-22 09:49:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Schizoporella errata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250964,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 09:44:00,bryozoa,248503,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bugula neritina,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250963,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-02-24 00:00:00,2024-11-22 09:41:00,bryozoa,247594,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula
Cellepora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250954,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 12:13:00,bryozoa,16317,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250953,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 12:07:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Scrupocellaria,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250943,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 11:23:00,bryozoa,61543,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Savignyella lafontii,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250941,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 11:21:00,bryozoa,254421,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Savignyellidae,Savignyella
Cellepora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250939,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 11:18:00,bryozoa,16317,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,
Tubulipora,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250934,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 11:08:00,bryozoa,14070,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Tubuliporidae,
Escharella variolosa,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250931,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 11:03:00,bryozoa,254498,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Romancheinidae,Escharella
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250930,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 11:01:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Bugula neritina,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250928,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 10:59:00,bryozoa,247594,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula
Schizobrachiella sanguinea,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250927,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 10:58:00,bryozoa,248476,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Bryozoa,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250926,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 10:54:00,bryozoa,55,phylum,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Amathia lendigera,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250925,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 10:52:00,bryozoa,244233,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Nolella,Platja Sanfe,xasalva,xasalva,Spain,Gerona,250921,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-03 00:00:00,2024-11-22 10:46:00,bryozoa,137749,genus,41.7793,3.03108,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,
Schizoporella errata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250920,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 10:34:00,bryozoa,248503,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bicellariella ciliata,Platja Sanfe,xasalva,"xasalva, jaume-piera",Spain,Gerona,250917,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-03 00:00:00,2024-11-22 10:27:00,bryozoa,248246,species,41.7793,3.03108,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella
Schizoporella dunkeri,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250754,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 13:23:00,bryozoa,248502,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250752,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 13:23:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250747,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 13:16:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Cellaria,Sa Tuna,xasalva,xasalva,Spain,Gerona,250744,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 13:00:00,bryozoa,12302,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Cellariidae,
Adeonella calveti,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250743,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 12:52:00,bryozoa,242682,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonellidae,Adeonella
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250742,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 12:45:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250741,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 12:45:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Reteporella grimaldii,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250740,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 12:42:00,bryozoa,245741,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella
Smittina cervicornis,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250739,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 12:41:00,bryozoa,254151,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Smittina
Patinella radiata,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250727,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-31 00:00:00,2024-11-22 10:11:00,bryozoa,252877,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Lichenoporidae,Patinella
Beania magellanica,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250722,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 12:22:00,bryozoa,247982,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Beaniidae,Beania
Nolella,Sa Tuna,xasalva,xasalva,Spain,Gerona,250721,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 12:17:00,bryozoa,137749,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,
Crisia,Sa Tuna,xasalva,xasalva,Spain,Gerona,250697,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 12:01:00,bryozoa,13028,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Scrupocellaria,Sa Tuna,xasalva,xasalva,Spain,Gerona,250678,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 11:43:00,bryozoa,61543,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Reptadeonella violacea,Sa Tuna,xasalva,"xasalva, loreto_rodriguez",Spain,Gerona,250669,2024-04-12 00:00:00,2024-08-30 00:00:00,2024-03-02 00:00:00,2024-11-22 11:41:00,bryozoa,245658,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Crisia,Sa Tuna,xasalva,xasalva,Spain,Gerona,250665,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 11:38:00,bryozoa,13028,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Bicellariella ciliata,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250663,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 11:38:00,bryozoa,248246,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella
Schizobrachiella sanguinea,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250651,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 11:34:00,bryozoa,248476,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Bicellariella ciliata,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250650,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 11:34:00,bryozoa,248246,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella
Schizoporella dunkeri,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250649,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 11:26:00,bryozoa,248502,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250639,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 11:19:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Scrupocellaria,Sa Tuna,xasalva,xasalva,Spain,Gerona,250638,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 11:19:00,bryozoa,61543,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Myriapora truncata,Sa Tuna,xasalva,"xasalva, jaume-piera",Spain,Gerona,250621,2024-04-12 00:00:00,2024-04-13 00:00:00,2024-03-02 00:00:00,2024-11-22 11:08:00,bryozoa,34982,species,41.9608,3.23127,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Scrupocellaria,Sa Tuna,xasalva,xasalva,Spain,Gerona,250606,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 10:50:00,bryozoa,61543,genus,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Candidae,
Bryozoa,Sa Tuna,xasalva,xasalva,Spain,Gerona,250600,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-02 00:00:00,2024-11-22 10:28:00,bryozoa,55,phylum,41.9608,3.23127,False,needs_id,4,cc-by-nc,0,0,0,Animalia,,,,,
Schizoporellidae,L'Espigonet,xasalva,xasalva,Spain,Gerona,250488,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 22:26:00,bryozoa,3396,family,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,,
Bugulina,L'Espigonet,xasalva,xasalva,Spain,Gerona,250442,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 21:28:00,bryozoa,93686,genus,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,
Amathia lendigera,L'Espigonet,xasalva,"xasalva, badosa",Spain,Gerona,250437,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 21:22:00,bryozoa,244233,species,42.2611,3.17342,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Crisia,L'Espigonet,xasalva,xasalva,Spain,Gerona,250432,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 21:19:00,bryozoa,13028,genus,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Filicrisia,L'Espigonet,xasalva,xasalva,Spain,Gerona,250428,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 21:17:00,bryozoa,262945,genus,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,Crisiidae,
Schizobrachiella sanguinea,L'Espigonet,xasalva,"xasalva, badosa",Spain,Gerona,250420,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 21:02:00,bryozoa,248476,species,42.2611,3.17342,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Cellepora,L'Espigonet,xasalva,xasalva,Spain,Gerona,250416,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 20:59:00,bryozoa,16317,genus,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,
Nolella,L'Espigonet,xasalva,xasalva,Spain,Gerona,250413,2024-04-12 00:00:00,2024-04-12 00:00:00,2024-03-01 00:00:00,2024-11-22 20:56:00,bryozoa,137749,genus,42.2611,3.17342,False,needs_id,4,cc-by-nc,0,0,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Nolellidae,
